Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
113,02011041,Civil Hospital Kumarsain,HIMACHAL PRADESH,SHIMLA,,,,9418148483,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
114,02011042,COMMUNITY HEALTH CENTRESuni,HIMACHAL PRADESH,SHIMLA,,,,9816022110,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
115,02011043,PRIMARY HEALTH CENTRE Mashobra,HIMACHAL PRADESH,SHIMLA,,,,9816289832,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
116,02011044,Ayurvedic HospitalRampur,HIMACHAL PRADESH,SHIMLA,,,,7018756323,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
117,02011046,DDU HOSPITAL SHIMLA,HIMACHAL PRADESH,SHIMLA,,,,9418045333,"M1,M7,M2,M5,M6,S1,S14,S15,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M5, M6, S1, S14, S15, S16, S2, S3, S4, S5"
118,02011047,GOVT DENTAL COLLAGE,HIMACHAL PRADESH,SHIMLA,,,,8262098949,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
119,02011048,KNH SHIMLA,HIMACHAL PRADESH,SHIMLA,,,,9459972879,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
120,02011049,CIVIL HOSPITAL ROHRU,HIMACHAL PRADESH,SHIMLA,,,,7807571077,"M1,M7,S16,S3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S1,","M1, M7, S16, S3, S4, S1"
121,02011050,COMUNNITY HEALTH CENTRE KOTKHAI SHIMLA,HIMACHAL PRADESH,SHIMLA,,,,9459237542,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
122,02011052,REGIONAL AYURVEDIC HOSPITAL CHOTTA SHIMLA,HIMACHAL PRADESH,SHIMLA,,,,9418051870,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
123,02011054,MGMSCKHNERI  RAMPUR,HIMACHAL PRADESH,SHIMLA,,,,8894583538,"M1,M7,S1,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S5"
124,02012008,Regional Hospital Reckong Peo,HIMACHAL PRADESH,KINNAUR,,,,7018465662,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,S1,S3,","M1, M7, S1, S3"
125,02012009,Project Hospital Bhavanagar,HIMACHAL PRADESH,KINNAUR,,,,9816428173,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
126,02012010,COMMUNITY HEALTHCENTRE Pooh,HIMACHAL PRADESH,KINNAUR,,,,7807042295,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
127,02012011,COMMUNITY HEALTH CENTRE Sangla,HIMACHAL PRADESH,KINNAUR,,,,9805929456,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
128,02012012,PRIMARY HEALTH CENTRE Nichar,HIMACHAL PRADESH,KINNAUR,,,,9418839195,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,","M1, M7"
129,02012013,Distt  Ayurvedic  Reckong Peo,HIMACHAL PRADESH,KINNAUR,,,,7018542500,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
130,13001001,District Hospital Mon,NAGALAND,MON,,,,9612255086,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
131,13002003,District Hospital Tuensang,NAGALAND,TUENSANG,,,,9615581955,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
132,13003004,Dr  Imkongliba Memorial District Hospital,NAGALAND,MOKOKCHUNG,,,,9774874623,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
133,13004003,Hezukhu Memorial district Hospital,NAGALAND,ZUNHEBOTTO,,,,8837424232,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
134,13005101,DR  MOTSUO MEMORIAL HOSPITAL,NAGALAND,WOKHA,,,,9366337886,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,M2,M5,S1,S14,S15,S2,S4,S5,","M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
135,13006007,District Hospital Dimapur,NAGALAND,DIMAPUR,,,,8732869838,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
136,13007003,Naga Hospital Authority,NAGALAND,KOHIMA,,,,9856849077,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
137,13008001,District Hospital Phek,NAGALAND,PHEK,,,,8974228855,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S4,","M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
138,13009001,District Hospital Longleng,NAGALAND,LONGLENG,,,,8729845066,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
139,13010001,District Hospital Kiphre,NAGALAND,KIPHIRE,,,,8974100166,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
140,13011001,District Hospital Peren,NAGALAND,PEREN,,,,8639965993,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
141,15001009,District Hospital Mamit,MIZORAM,MAMMIT,,,,8575714676,"M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S2, S3, S4, S5"
142,15001010,KAWRTHAH CHC,MIZORAM,MAMMIT,,,,8131935521,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
143,15001011,WEST PHAILENG PHC,MIZORAM,MAMMIT,,,,9612763644,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
144,15001012,RAWPUICHHIP PHC,MIZORAM,MAMMIT,,,,7630875386,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
145,15001013,PHULDUNGSEI PHC,MIZORAM,MAMMIT,,,,7629973851,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
146,15001014,KAWRTETHAWVENG PHC,MIZORAM,MAMMIT,,,,9862358699,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
147,15001015,MARPARA PHC,MIZORAM,MAMMIT,,,,7628021760,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
148,15001016,ZAWLNUAM PHC,MIZORAM,MAMMIT,,,,9612358141,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
149,15001018,PHC BUNGZUNG,MIZORAM,CHAMPHAI,,,,8974111766,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
150,15002010,DISTRICT HOSPITAL KOLASIB,MIZORAM,KOLASIB,,,,9774893150,"M1,M1,M7,M2,M3,M5,M8,S1,S10,S11,S12,S14,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,M2,S1,S3,S4,S5,S6,","M1, M7, M2, M3, M5, M8, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S6, S7, S8, S9"
151,15002011,VAIRENGTE CHC,MIZORAM,KOLASIB,,,,8787408383,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
152,15002012,LUNGDAI PHC,MIZORAM,KOLASIB,,,,9436197427,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
153,15002013,KAWNPUI PHC,MIZORAM,KOLASIB,,,,9612722710,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
154,15002014,BUKPUI PHC,MIZORAM,KOLASIB,,,,7005884915,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
155,15002015,BAIRABI PHC,MIZORAM,KOLASIB,,,,8731877354,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
156,15002016,BILKHAWTHLIR PHC,MIZORAM,KOLASIB,,,,9774094678,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
157,15003032,CHC LENGPUI,MIZORAM,AIZAWL,,,,9615028474,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
158,15003033,Sairang PHC,MIZORAM,AIZAWL,,,,8415849826,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
159,15003034,Reiek PHC,MIZORAM,AIZAWL,,,,8413839423,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
160,15003035,PHC KANGHMUN,MIZORAM,AIZAWL,,,,8575185249,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
161,15003036,THINGSULTHLIAH PHC,MIZORAM,AIZAWL,,,,9615024519,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
162,15003037,Khawruhlian PHC,MIZORAM,AIZAWL,,,,9862374805,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
163,15003038,SUANGPUILAWN PHC,MIZORAM,AIZAWL,,,,8974197947,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
164,15003039,Darlawn PHC,MIZORAM,AIZAWL,,,,9774085721,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
165,15003040,PHC PHUAIBUANG,MIZORAM,AIZAWL,,,,8974936514,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
166,15003041,PHULLEN PHC,MIZORAM,AIZAWL,,,,8575330630,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
167,15003042,DISTRICT HOSPITAL SAITUAL,MIZORAM,AIZAWL,,,,9436379301,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"BM,ER,IN,MC,SN,SS,SU,SV,","M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6, BM, ER, IN, MC, SN, SS, SU, SV"
168,15003044,Mizoram State Cancer Institute,MIZORAM,AIZAWL,,,,9615447667,"M4,M5,M6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M4, M5, M6"
169,15003045,State Referral Hospital Falkawn,MIZORAM,AIZAWL,,,,9856722935,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M8,S1,S10,S11,S12,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M8, S1, S10, S11, S12, S14, S15, S16, S2, S3, S4, S5, S6, S9"
170,15003046,Kulikawn Hospital,MIZORAM,AIZAWL,,,,8974843130,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
171,15003047,Civil Hospital Aizawl,MIZORAM,AIZAWL,,,,9862932120,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M5,M8,S1,S10,S11,S12,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M5, M8, S1, S10, S11, S12, S14, S15, S16, S2, S3, S4, S5, S6, S9"
172,15003048,SAKAWRDAI CHC,MIZORAM,AIZAWL,,,,9862306879,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
173,15003049,Sialsuk PHC,MIZORAM,AIZAWL,,,,8415991165,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
174,15003050,AIBAWK PHC,MIZORAM,AIZAWL,,,,9862320639,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
175,15004015,District Hospital Champhai,MIZORAM,CHAMPHAI,,,,9612248385,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
176,15004016,Biate CHC,MIZORAM,CHAMPHAI,,,,9862956801,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
177,15004017,Ngopa CHC,MIZORAM,CHAMPHAI,,,,9862748983,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
178,15004018,Khawzawl PHC,MIZORAM,CHAMPHAI,,,,9862958138,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
179,15004019,Mimbung PHC,MIZORAM,CHAMPHAI,,,,8413956735,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
180,15004020,Khawhai PHC,MIZORAM,CHAMPHAI,,,,8575408502,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
181,15004021,PHC KHAWBUNG,MIZORAM,CHAMPHAI,,,,9862684530,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
182,15004022,Farkawn PHC,MIZORAM,CHAMPHAI,,,,8729893222,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
183,15004023,NE Khawdungsei PHC,MIZORAM,CHAMPHAI,,,,8730822907,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
184,15004024,Kawlkulh PHC,MIZORAM,CHAMPHAI,,,,7085891521,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
185,15004025,Sialhawk PHC,MIZORAM,CHAMPHAI,,,,7630820609,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
186,15004026,Rabung PHC,MIZORAM,CHAMPHAI,,,,9862306796,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
187,15004027,Hnahlan PHC,MIZORAM,CHAMPHAI,,,,8974113443,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
188,15004030,Sesih PHC,MIZORAM,CHAMPHAI,,,,8730891120,"M1,M1,M7,M2,M3,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
189,15005008,DISTRICT HOSPITAL SERCHHIP ,MIZORAM,SERCHHIP,,,,8014687768,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5, S6"
190,15005009,Thenzawl CHC,MIZORAM,SERCHHIP,,,,9612214949,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
191,15005010,chhingchhip phc,MIZORAM,SERCHHIP,,,,9383101544,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
192,15005011,Ngentiang PHC,MIZORAM,SERCHHIP,,,,8118909611,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
193,15005012,EAST LUNGDAR PHC,MIZORAM,SERCHHIP,,,,9612818259,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
194,15005013,khawlailung phc,MIZORAM,SERCHHIP,,,,8794759270,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
195,15005014,North Vanlaiphai PHC,MIZORAM,SERCHHIP,,,,8575558775,"M1,M1,M7,M2,M8,S1,S10,S11,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S10, S11, S16, S2, S3, S4, S5"
196,15006014,CIVIL HOSPITAL LUNGLEI,MIZORAM,LUNGLEI,,,,8258835817,"M1,M1,M7,M2,M3,M8,S1,S12,S13,S14,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M8, S1, S12, S13, S14, S16, S2, S3, S4, S5"
